,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
48,1995.57,1991.91,1991.9,1991.98,1992.09,1992.26,1992.5,1992.85,1993.34,1993.93,1994.56,1995.18,1995.76,1996.32,1996.87,1997.41,1997.96,1998.49,1999,1999.49,1999.97,2000.44,2000.93,2001.46,2002.06,2002.71,2003.4,2004.11,2004.82,2005.54,2006.34,2007.32,2008.52,2009.97,2011.69,2017.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2007.92,2008.36,2009.17,2010.03,2010.92,2011.84,2012.82,2013.9,2015.1,2016.41,2017.74,2019.04,2020.29,2021.48,2022.63,2023.75,2024.85,2025.92,2026.95,2027.94,2028.87,2029.75,2030.6,2031.42,2032.25,2033.09,2033.95,2034.85,2035.79,2036.77,2037.79,2038.84,2039.92,2041.01,2042.1,2043.18,2044.23,2045.26,2046.26,2047.23,2048.17,2049.1,2050.02,2050.93,2051.85,2052.77,2053.7,2054.66,2055.63,2056.61,2057.61,2058.61,2059.61,2060.6,2061.58,2062.54,2063.47,2064.38,2065.22,2065.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2016.37,2014.26,2013.36,2012.76,2012.2,2011.44,2010.09,2008.99,2008.95,2009.24,2009.76,2010.55,2011.53,2012.45,2013.23,2013.95,2014.72,2015.58,2016.46,2017.31,2018.1,2018.89,2019.72,2020.62,2021.52,2022.38,2023.19,2023.94,2024.69,2025.49,2026.37,2027.32,2028.4,2032.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2015.79,2016.34,2017.19,2018.05,2018.87,2019.61,2020.27,2020.83,2021.32,2021.79,2022.26,2022.77,2023.33,2023.98,2024.73,2025.56,2026.48,2027.45,2028.45,2029.45,2030.45,2031.45,2032.46,2033.47,2034.49,2035.51,2036.5,2037.45,2038.33,2039.15,2039.9,2040.61,2041.28,2041.95,2042.64,2043.36,2044.14,2044.96,2045.84,2046.73,2047.64,2048.57,2049.55,2050.63,2051.83,2053.13,2054.48,2055.81,2057.11,2058.36,2059.59,2060.87,2062.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2017.78,2017.92,2018.62,2019.4,2020.26,2021.18,2022.18,2023.24,2024.34,2025.49,2026.68,2027.9,2029.14,2030.37,2031.57,2032.72,2033.84,2034.91,2035.97,2036.99,2038,2038.99,2039.94,2040.87,2041.79,2042.71,2043.64,2044.59,2045.57,2046.57,2047.59,2048.62,2049.64,2050.67,2051.69,2052.7,2053.71,2054.71,2055.71,2056.68,2057.63,2058.56,2059.46,2060.33,2061.16,2061.94,2062.66,2063.34,2063.99,2064.64,2065.32,2066.06,2066.89,2067.82,2068.86,2070.02,2071.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2030.94,2031.24,2032.03,2032.87,2033.74,2034.61,2035.48,2036.38,2037.38,2038.5,2039.71,2040.99,2042.28,2043.56,2044.8,2045.99,2047.12,2048.21,2049.26,2050.29,2051.31,2052.33,2053.37,2054.42,2055.47,2056.53,2057.57,2058.6,2059.62,2060.64,2061.66,2062.69,2063.74,2064.78,2065.79,2066.73,2067.56,2068.31,2069,2069.7,2070.44,2071.22,2072.03,2072.85,2073.62,2074.08,2073.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2073.11,2071.77,2070.61,2070.08,2069.99,2069.98,2069.98,2069.98,2069.98,2069.99,2070.03,2070.14,2070.36,2070.73,2071.23,2071.78,2072.33,2072.85,2073.34,2073.79,2074.2,2074.56,2074.87,2075.12,2075.31,2075.47,2075.59,2075.7,2075.81,2075.95,2076.11,2076.3,2076.53,2076.81,2077.16,2077.6,2078.14,2078.78,2079.44,2080.13,2081,2083.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2080.08,2080.08,2081.14,2082.16,2083.2,2084.26,2085.37,2086.51,2087.68,2088.85,2090.02,2091.16,2092.27,2093.37,2094.44,2095.51,2096.57,2097.63,2098.68,2099.71,2100.72,2101.71,2102.67,2103.61,2104.53,2105.42,2106.3,2107.16,2108.01,2108.88,2109.75,2110.62,2111.48,2112.31,2113.09,2113.83,2114.53,2115.21,2115.89,2116.6,2117.38,2118.26,2119.27,2120.43,2121.88,2122.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2085.8,2085.8,2086.61,2087.51,2088.41,2089.29,2090.12,2090.89,2091.6,2092.27,2092.92,2093.58,2094.27,2095,2095.78,2096.6,2097.45,2098.31,2099.18,2100.03,2100.88,2101.72,2102.58,2103.49,2104.44,2105.45,2106.49,2107.55,2108.59,2109.61,2110.59,2111.53,2112.44,2113.36,2114.31,2115.31,2116.35,2117.4,2118.43,2119.41,2120.33,2121.18,2121.93,2122.58,2123.12,2123.55,2123.91,2124.19,2124.46,2124.75,2125.1,2125.56,2126.19,2127,2128.05,2129.35,2130.99,2133.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2113.99,2114.34,2115.26,2116.2,2117.16,2118.16,2119.23,2120.35,2121.49,2122.61,2123.7,2124.74,2125.74,2126.71,2127.66,2128.6,2129.54,2130.5,2131.47,2132.46,2133.47,2134.49,2135.52,2136.55,2137.57,2138.59,2139.61,2140.63,2141.66,2142.71,2143.78,2144.87,2145.98,2147.1,2148.22,2149.34,2150.45,2151.54,2152.6,2153.63,2154.6,2155.5,2156.34,2157.12,2157.83,2158.49,2159.11,2159.72,2160.33,2160.99,2161.73,2162.59,2163.59,2164.72,2165.97,2167.49,2167.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2126.18,2125.3,2124.95,2125.21,2125.62,2126.11,2126.67,2127.3,2128.07,2129.11,2130.43,2131.92,2133.44,2134.89,2136.22,2137.44,2138.56,2139.61,2140.63,2141.64,2142.68,2143.74,2144.85,2145.99,2147.15,2148.31,2149.46,2150.58,2151.68,2152.75,2153.8,2154.83,2155.86,2156.87,2157.87,2158.86,2159.85,2160.84,2161.81,2162.78,2163.73,2164.68,2165.62,2166.55,2167.49,2168.44,2169.39,2170.33,2171.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2140.82,2140.96,2141.75,2142.5,2143.23,2144,2144.85,2145.79,2146.79,2147.84,2148.95,2150.09,2151.26,2152.43,2153.57,2154.65,2155.67,2156.61,2157.49,2158.31,2159.09,2159.86,2160.61,2161.37,2162.14,2162.94,2163.75,2164.59,2165.47,2166.38,2167.33,2168.32,2169.35,2170.4,2171.47,2172.55,2173.64,2174.75,2175.88,2177.06,2178.27,2179.51,2180.76,2181.98,2183.13,2184.2,2185.22,2186.2,2187.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2163.01,2163.32,2164.28,2165.25,2166.2,2167.15,2168.08,2169,2169.94,2170.91,2171.92,2172.97,2174.08,2175.26,2176.49,2177.74,2178.98,2180.24,2181.5,2182.73,2183.9,2185.02,2186.15,2187.32,2188.52,2189.67,2190.71,2191.59,2192.32,2192.92,2193.43,2193.86,2192.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2171.01,2174.96,2176.1,2177.04,2177.85,2178.6,2179.3,2179.99,2180.68,2181.38,2182.1,2182.84,2183.62,2184.42,2185.25,2186.07,2186.88,2187.67,2188.41,2189.12,2189.79,2190.45,2191.11,2191.8,2192.54,2193.35,2194.22,2195.17,2196.17,2197.19,2198.21,2199.19,2200.08,2200.88,2201.59,2202.24,2202.84,2203.44,2204.05,2204.69,2205.37,2206.08,2206.81,2207.55,2208.27,2208.95,2209.58,2210.16,2210.69,2211.17,2211.61,2212,2212.32,2212.5,2209.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2197.35,2197.2,2196.08,2196.05,2196.54,2197.09,2197.62,2197.99,2198.26,2199.48,2201.32,2203.19,2204.92,2206.5,2207.99,2209.41,2210.73,2211.94,2213.04,2214.08,2215.06,2216,2216.91,2217.8,2218.67,2219.53,2220.38,2221.22,2222.07,2222.95,2223.87,2224.83,2225.82,2226.82,2227.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2238.94,2239.13,2240.08,2241.03,2242.01,2243.02,2244.07,2245.13,2246.18,2247.22,2248.22,2249.2,2250.15,2251.08,2252,2252.93,2253.87,2254.82,2255.8,2256.81,2257.85,2258.91,2259.99,2261.1,2262.21,2263.33,2264.45,2265.55,2266.63,2267.69,2268.74,2269.79,2270.83,2271.88,2272.92,2273.95,2274.97,2275.97,2276.92,2277.79,2278.57,2279.27,2279.95,2280.64,2281.36,2281.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2288.82,2292.4,2293.75,2294.85,2295.82,2296.67,2297.37,2297.86,2298.14,2298.32,2298.47,2298.63,2298.84,2299.14,2299.54,2300.06,2300.72,2301.49,2302.38,2303.35,2304.39,2305.45,2306.5,2307.49,2308.44,2309.36,2310.28,2311.22,2312.15,2313.09,2314.01,2314.91,2315.75,2316.55,2317.31,2318.04,2318.81,2319.61,2320.45,2321.3,2322.03,2321.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2376.23,2377.4,2378.44,2379.53,2380.75,2381.98,2383.25,2384.54,2385.79,2386.87,2387.82,2388.77,2389.73,2390.72,2391.74,2392.75,2393.73,2394.68,2395.65,2396.71,2397.88,2399.21,2400.65,2402.06,2403.38,2404.51,2404.99,2404.99,2405.01,2405.05,2405.07,2405,2404.75,2404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2408.99,2410.92,2411.85,2412.73,2413.57,2414.4,2415.25,2416.11,2417,2417.93,2418.88,2419.86,2420.84,2421.8,2422.74,2423.65,2424.54,2425.45,2426.38,2427.35,2428.38,2429.46,2430.6,2431.77,2432.91,2433.98,2434.96,2435.86,2436.68,2437.44,2438.19,2438.95,2439.72,2440.45,2440.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2506.91,2507.68,2508.6,2509.55,2510.56,2511.63,2512.79,2514,2515.23,2516.45,2517.64,2518.8,2519.92,2521.02,2522.09,2523.15,2524.2,2525.23,2526.26,2527.28,2528.28,2529.26,2530.23,2531.18,2532.13,2533.07,2534.03,2535,2535.99,2537.01,2538.04,2539.1,2540.17,2541.25,2542.32,2543.38,2544.41,2545.41,2546.39,2547.33,2548.26,2549.19,2550.12,2551.07,2552.04,2553.04,2554.06,2555.09,2556.12,2557.12,2558.08,2558.98,2559.81,2560.55,2561.23,2561.84,2562.41,2562.98,2563.57,2564.22,2564.95,2565.78,2566.7,2567.68,2568.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2554.34,2557.98,2559.23,2560.1,2560.75,2561.26,2561.65,2561.98,2562.27,2562.56,2562.88,2563.22,2563.6,2564.01,2564.45,2564.92,2565.41,2565.92,2566.47,2567.06,2567.68,2568.32,2568.97,2569.59,2570.15,2570.66,2571.13,2571.57,2572.01,2572.48,2572.98,2573.53,2574.15,2574.81,2575.52,2576.25,2576.99,2577.72,2578.39,2579,2579.57,2580.09,2580.6,2581.1,2581.58,2582.03,2582.47,2582.9,2583.34,2583.8,2584.29,2584.79,2585.27,2585.68,2585.82,2584.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2589.61,2587.82,2586.5,2585.41,2584.53,2583.7,2582.74,2582.02,2581.94,2581.94,2582,2582.13,2582.43,2582.9,2583.44,2583.94,2584.43,2584.96,2585.51,2586.04,2586.57,2587.13,2587.76,2588.45,2589.13,2589.73,2590.24,2590.7,2591.18,2591.82,2592.79,2594.38,2598.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2601.04,2601.84,2602.79,2603.72,2604.62,2605.48,2606.3,2607.12,2607.95,2608.8,2609.69,2610.61,2611.56,2612.53,2613.51,2614.5,2615.49,2616.47,2617.45,2618.42,2619.41,2620.4,2621.4,2622.42,2623.45,2624.5,2625.56,2626.62,2627.69,2628.75,2629.79,2630.83,2631.83,2632.82,2633.77,2634.69,2635.59,2636.46,2637.3,2638.12,2638.93,2639.73,2640.55,2641.37,2642.21,2643.08,2643.97,2644.88,2645.81,2646.78,2647.8,2648.88,2650.03,2651.25,2652.54,2653.86,2655.18,2656.43,2657.59,2658.68,2659.71,2660.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2605.01,2605.03,2606.23,2607.33,2608.41,2609.48,2610.53,2611.53,2612.47,2613.34,2614.16,2614.94,2615.71,2616.47,2617.23,2618,2618.78,2619.58,2620.39,2621.22,2622.07,2622.96,2623.89,2624.84,2625.82,2626.83,2627.84,2628.87,2629.9,2630.93,2631.96,2633.01,2634.07,2635.14,2636.25,2637.38,2638.54,2639.69,2640.81,2641.9,2642.94,2643.93,2644.89,2645.82,2646.75,2647.71,2648.7,2649.76,2650.91,2652.15,2653.5,2654.92,2656.41,2657.96,2659.53,2661.06,2662.36,2663.28,2663.95,2664.5,2664.98,2665.37,2665.53,2664.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2644.86,2645.27,2646.05,2646.89,2647.77,2648.66,2649.53,2650.4,2651.3,2652.27,2653.3,2654.38,2655.48,2656.6,2657.71,2658.81,2659.89,2660.96,2662,2663.02,2664.03,2665.02,2666.01,2667,2667.98,2668.98,2669.99,2671.03,2672.09,2673.2,2674.35,2675.57,2676.87,2678.27,2679.77,2681.3,2682.73,2683.83,2684.61,2685.32,2685.99,2686.56,2686.96,2686.98,2685.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2669.21,2669.21,2668.95,2669.26,2669.76,2670.41,2671.21,2672.14,2673.19,2674.33,2675.49,2676.66,2677.82,2678.94,2680.02,2681.07,2682.1,2683.1,2684.1,2685.09,2686.09,2687.11,2688.13,2689.16,2690.19,2691.21,2692.21,2693.2,2694.16,2695.12,2696.07,2697.02,2697.97,2698.93,2699.89,2700.85,2701.81,2702.76,2703.72,2704.7,2705.7,2706.75,2707.84,2708.97,2710.12,2711.28,2712.42,2713.54,2714.63,2715.68,2716.71,2717.7,2718.68,2719.63,2720.57,2721.49,2722.4,2723.29,2724.17,2725.04,2725.9,2726.77,2727.64,2728.53,2729.45,2730.41,2731.41,2732.45,2733.55,2734.68,2735.86,2737.11,2738.59,,,,,,,,,,,,,,,,,,,,,,,
74,2689.1,2689.18,2690.91,2692.15,2693.29,2694.34,2695.27,2696.06,2696.71,2697.28,2697.81,2698.36,2698.96,2699.62,2700.33,2701.09,2701.88,2702.7,2703.53,2704.39,2705.26,2706.14,2707.02,2707.89,2708.75,2709.6,2710.44,2711.29,2712.17,2713.08,2714.03,2715.03,2716.06,2717.13,2718.23,2719.35,2720.53,2721.79,2723.14,2724.56,2725.95,2727.18,2728.25,2729.22,2730.13,2730.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
